Rank	Latitude	Longitude
417	12.98885	77.72838
418	12.98886	77.72831
419	12.98889	77.72824
420	12.98889	77.73353
421	12.98890	77.72819
422	12.98891	77.72813
423	12.98893	77.72807
424	12.98894	77.72801
425	12.98895	77.72795
426	12.98896	77.73352
427	12.98896	77.72789
428	12.98897	77.72783
429	12.98898	77.72778
430	12.98899	77.72772
431	12.98901	77.72766
432	12.98901	77.73351
433	12.98903	77.72761
434	12.98904	77.72755
435	12.98906	77.72748
436	12.98907	77.73349
437	12.98908	77.72742
438	12.98909	77.72737
439	12.98910	77.72730
440	12.98911	77.72724
441	12.98912	77.72717
442	12.98912	77.73347
443	12.98913	77.72712
444	12.98914	77.72706
445	12.98915	77.72700
446	12.98916	77.72694
447	12.98918	77.72687
448	12.98919	77.73346
449	12.98919	77.72682
450	12.98921	77.72676
451	12.98923	77.72670
452	12.98924	77.73345
453	12.98924	77.72664
454	12.98927	77.72657
455	12.98929	77.72652
456	12.98929	77.73343
457	12.98930	77.72646
458	12.98932	77.72641
459	12.98933	77.72635
460	12.98935	77.73341
461	12.98935	77.72630
462	12.98937	77.72625
463	12.98940	77.72619
464	12.98940	77.73340
465	12.98942	77.72613
466	12.98945	77.72607
467	12.98946	77.73339
468	12.98949	77.72602
469	12.98952	77.72597
470	12.98952	77.73338
471	12.98955	77.72591
472	12.98958	77.73337
473	12.98959	77.72586
474	12.98962	77.72580
475	12.98964	77.73336
476	12.98965	77.72574
477	12.98970	77.72568
478	12.98970	77.73336
479	12.98972	77.72562
480	12.98975	77.72557
481	12.98977	77.73335
482	12.98979	77.72550
483	12.98982	77.72545
484	12.98983	77.73334
485	12.98985	77.72540
486	12.98988	77.72534
487	12.98989	77.73334
488	12.98991	77.72528
489	12.98994	77.72521
490	12.98995	77.73333
491	12.98996	77.72515
492	12.98998	77.72508
493	12.99000	77.72503
494	12.99001	77.73332
495	12.99002	77.72497
496	12.99004	77.72491
497	12.99007	77.73332
498	12.99007	77.72485
499	12.99010	77.72479
500	12.99013	77.72473
501	12.99013	77.73330
502	12.99016	77.72467
503	12.99018	77.72462
504	12.99018	77.73329
505	12.99020	77.72457
506	12.99022	77.72451
507	12.99023	77.72444
508	12.99025	77.72439
509	12.99025	77.73329
510	12.99025	77.72434
511	12.99026	77.72428
512	12.99027	77.72422
513	12.99028	77.72416
514	12.99029	77.71371
515	12.99030	77.72409
516	12.99030	77.71366
517	12.99031	77.72404
518	12.99031	77.73328
519	12.99032	77.71361
520	12.99033	77.72397
521	12.99033	77.71377
522	12.99034	77.71356
523	12.99035	77.72391
524	12.99037	77.73327
525	12.99037	77.71383
526	12.99037	77.72385
527	12.99037	77.71350
528	12.99039	77.72380
529	12.99039	77.71344
530	12.99040	77.71339
531	12.99040	77.72374
532	12.99040	77.71388
533	12.99041	77.71332
534	12.99041	77.71326
535	12.99042	77.72368
536	12.99042	77.71321
537	12.99043	77.73326
538	12.99044	77.71394
539	12.99044	77.72362
540	12.99044	77.71315
541	12.99046	77.71400
542	12.99046	77.71310
543	12.99047	77.72356
544	12.99048	77.71303
545	12.99049	77.72349
546	12.99049	77.73326
547	12.99050	77.71298
548	12.99050	77.71406
549	12.99050	77.72344
550	12.99051	77.71292
551	12.99052	77.72338
552	12.99052	77.71287
553	12.99052	77.71281
554	12.99053	77.72332
555	12.99053	77.71412
556	12.99054	77.71276
557	12.99054	77.72327
558	12.99055	77.73324
559	12.99055	77.71270
560	12.99056	77.72320
561	12.99057	77.71264
562	12.99057	77.71417
563	12.99058	77.72313
564	12.99058	77.71258
565	12.99059	77.72308
566	12.99059	77.71252
567	12.99060	77.71246
568	12.99061	77.71241
569	12.99061	77.72302
570	12.99061	77.73323
571	12.99062	77.71236
572	12.99062	77.71423
573	12.99063	77.72296
574	12.99064	77.71230
