Rank	Latitude	Longitude
736	12.99491	77.68465
737	12.99498	77.68461
738	12.99503	77.68457
739	12.99509	77.68453
740	12.99516	77.68448
741	12.99521	77.68444
742	12.99527	77.68439
743	12.99533	77.68435
744	12.99538	77.68431
745	12.99544	77.68427
746	12.99550	77.68422
747	12.99555	77.68419
748	12.99561	77.68414
749	12.99567	77.68409
750	12.99573	77.68405
751	12.99579	77.68402
752	12.99585	77.68399
753	12.99590	77.68396
754	12.99595	77.68392
755	12.99601	77.68388
756	12.99607	77.68383
757	12.99613	77.68379
758	12.99619	77.68375
759	12.99624	77.68372
760	12.99630	77.68368
761	12.99635	77.68365
762	12.99641	77.68361
763	12.99646	77.68358
764	12.99651	77.68352
765	12.99659	77.68347
766	12.99665	77.68344
767	12.99670	77.68341
768	12.99680	77.68334
769	12.99690	77.68331
770	12.99696	77.68329
771	12.99701	77.68324
772	12.99708	77.68320
773	12.99714	77.68317
774	12.99719	77.68313
775	12.99727	77.68307
776	12.99732	77.68304
777	12.99742	77.68297
778	12.99749	77.68293
779	12.99755	77.68290
780	12.99760	77.68287
781	12.99767	77.68284
782	12.99775	77.68277
783	12.99785	77.68271
784	12.99790	77.68268
785	12.99795	77.68263
786	12.99800	77.68260
787	12.99807	77.68256
788	12.99812	77.68251
789	12.99817	77.68248
790	12.99823	77.68244
791	12.99829	77.68240
792	12.99834	77.68236
793	12.99843	77.68232
794	12.99849	77.68229
795	12.99854	77.68226
796	12.99859	77.68221
797	12.99870	77.68215
798	12.99875	77.68211
799	12.99880	77.68208
800	12.99886	77.68204
801	12.99891	77.68201
802	12.99896	77.68198
803	12.99901	77.68195
804	12.99908	77.68190
805	12.99914	77.68187
806	12.99919	77.68184
807	12.99926	77.68181
808	12.99931	77.68176
809	12.99937	77.68172
810	12.99942	77.68168
811	12.99948	77.68164
812	12.99954	77.68159
813	12.99960	77.68156
814	12.99967	77.68154
815	12.99973	77.68151
816	12.99979	77.68147
817	12.99986	77.68143
818	12.99992	77.68140
819	12.99997	77.68137
820	13.00002	77.68133
821	13.00009	77.68130
822	13.00014	77.68127
823	13.00020	77.68125
824	13.00025	77.68120
825	13.00031	77.68117
826	13.00037	77.68112
827	13.00042	77.68101
828	13.00044	77.68094
829	13.00046	77.68088
830	13.00048	77.68081
831	13.00049	77.68075
832	13.00049	77.68069
833	13.00049	77.68062
834	13.00050	77.68056
835	13.00050	77.68049
836	13.00050	77.68043
837	13.00050	77.68035
838	13.00050	77.68029
839	13.00049	77.68023
840	13.00048	77.68018
841	13.00048	77.68012
842	13.00048	77.68005
843	13.00048	77.67999
844	13.00048	77.67991
845	13.00047	77.67985
846	13.00046	77.67978
847	13.00045	77.67973
848	13.00045	77.67967
849	13.00045	77.67960
850	13.00044	77.67954
851	13.00044	77.67947
852	13.00044	77.67941
853	13.00043	77.67935
854	13.00043	77.67929
855	13.00043	77.67923
856	13.00043	77.67916
857	13.00043	77.67910
858	13.00043	77.67903
859	13.00043	77.67897
860	13.00043	77.67890
861	13.00043	77.67884
862	13.00043	77.67878
863	13.00043	77.67871
864	13.00043	77.67865
865	13.00043	77.67857
866	13.00045	77.67851
867	13.00045	77.67844
868	13.00045	77.67838
869	13.00045	77.67831
870	13.00045	77.67825
871	13.00045	77.67819
872	13.00045	77.67812
873	13.00045	77.67806
874	13.00045	77.67799
875	13.00045	77.67793
876	13.00044	77.67787
877	13.00044	77.67781
878	13.00042	77.67776
879	13.00042	77.67769
880	13.00042	77.67763
881	13.00042	77.67756
882	13.00040	77.67751
883	13.00040	77.67745
884	13.00040	77.67738
885	13.00040	77.67732
886	13.00039	77.67725
887	13.00038	77.67720
888	13.00038	77.67713
889	13.00037	77.67707
890	13.00036	77.67702
891	13.00036	77.67695
892	13.00036	77.67689
893	13.00035	77.67683
894	13.00035	77.67677
895	13.00034	77.67672
896	13.00033	77.67665
897	13.00034	77.67659
898	13.00040	77.67670
899	13.00044	77.67678
900	13.00046	77.67684
901	13.00050	77.67690
902	13.00054	77.67696
903	13.00058	77.67703
904	13.00062	77.67709
905	13.00065	77.67714
906	13.00068	77.67720
907	13.00072	77.67726
908	13.00075	77.67732
909	13.00078	77.67738
910	13.00081	77.67744
911	13.00084	77.67750
912	13.00084	77.67737
913	13.00084	77.67732
914	13.00084	77.67727
915	13.00084	77.67721
916	13.00085	77.67715
917	13.00090	77.67713
918	13.00096	77.67711
919	13.00101	77.67711
920	13.00107	77.67710
921	13.00113	77.67709
922	13.00118	77.67708
923	13.00124	77.67705
924	13.00130	77.67704
925	13.00135	77.67703
926	13.00142	77.67703
927	13.00148	77.67701
928	13.00154	77.67701
929	13.00159	77.67700
930	13.00165	77.67698
931	13.00171	77.67698
932	13.00176	77.67697
933	13.00182	77.67695
934	13.00187	77.67695
935	13.00193	77.67694
936	13.00198	77.67694
937	13.00204	77.67692
